"user_birth_year","user_career","user_sex","location_city","location_region","location_country","date","provider_name","site_type","site_price","develop_time","marketing_spend"
1981,"Consultant","Female","Chinde","Zambezia Province","Mozambique","2024-11-09","AWS","Blog",133,96,1004
1981,"Consultant","Female","Chinde","Zambezia Province","Mozambique","2023-04-20","Azure","Business",31,161,1051
1981,"Consultant","Female","Chinde","Zambezia Province","Mozambique","2024-03-18","AWS","Personal",88,73,1657
1979,"Director","Female","Tanguieta","Atakora Department","Benin","2024-07-25","GCP","Blog",39,172,1826
1979,"Director","Female","Tanguieta","Atakora Department","Benin","2025-01-24","Azure","Portfolio",127,89,1386
1979,"Director","Female","Tanguieta","Atakora Department","Benin","2024-06-15","GCP","Personal",117,15,1368
2001,"Consultant","Male","La Asunción","Nueva Esparta","Venezuela","2024-07-12","Azure","Business",35,28,1833
2001,"Consultant","Male","La Asunción","Nueva Esparta","Venezuela","2024-09-06","AWS","Personal",153,17,1999
2001,"Consultant","Male","La Asunción","Nueva Esparta","Venezuela","2024-04-30","GCP","Portfolio",151,143,442
2001,"Consultant","Male","La Asunción","Nueva Esparta","Venezuela","2025-02-11","AWS","E-commerce",126,13,1886
1980,"Director","Female","Tulagi","Central Province","Solomon Islands","2024-10-16","AWS","Portfolio",27,135,259
1981,"Developer","Female","Janamuato","Estado de México","Mexico","2025-04-10","Azure","Blog",42,87,1809
1981,"Developer","Female","Janamuato","Estado de México","Mexico","2024-11-21","Azure","Business",117,15,1368
1981,"Developer","Female","Janamuato","Estado de México","Mexico","2023-10-28","AWS","Business",169,20,1786
1979,"Designer","Male","Almaty","Almaty","Kazakhstan","2024-03-04","AWS","Portfolio",164,133,1589
1979,"Designer","Male","Almaty","Almaty","Kazakhstan","2023-08-29","AWS","Blog",195,133,533
1985,"Manager","Male","Djambala","Plateaux Department","Congo","2023-05-10","GCP","Blog",70,61,932
1973,"Developer","Male","Baoro","Nana-Mambéré Prefecture","Central African Republic","2024-11-17","GCP","Personal",145,90,1077
1973,"Developer","Male","Baoro","Nana-Mambéré Prefecture","Central African Republic","2024-09-16","AWS","Portfolio",113,123,787
1973,"Developer","Male","Baoro","Nana-Mambéré Prefecture","Central African Republic","2023-06-08","Azure","Business",191,167,1850
1973,"Developer","Male","Baoro","Nana-Mambéré Prefecture","Central African Republic","2023-08-21","Azure","Business",77,7,1350
2005,"Developer","Male","Rimavská Sobota","Banská Bystrica Region","Slovakia","2024-02-22","GCP","E-commerce",31,161,1051
2005,"Developer","Male","Rimavská Sobota","Banská Bystrica Region","Slovakia","2024-06-28","Azure","E-commerce",183,80,415
1995,"Specialist","Female","Shahrak","Ghōr","Afghanistan","2023-05-02","AWS","Personal",196,146,1702
1995,"Specialist","Female","Shahrak","Ghōr","Afghanistan","2024-01-26","AWS","E-commerce",141,14,974
1995,"Specialist","Female","Shahrak","Ghōr","Afghanistan","2025-03-24","Azure","Personal",70,97,1310
1995,"Specialist","Female","Shahrak","Ghōr","Afghanistan","2023-04-26","AWS","E-commerce",189,70,1730
1986,"Developer","Male","Tanguieta","Atakora Department","Benin","2023-12-31","AWS","Personal",43,37,372
1979,"Developer","Female","Bayramaly","Mary Region","Turkmenistan","2023-10-16","AWS","Blog",18,12,1598
1979,"Developer","Female","Bayramaly","Mary Region","Turkmenistan","2023-12-29","AWS","Personal",119,89,1077
1979,"Developer","Female","Bayramaly","Mary Region","Turkmenistan","2024-11-21","GCP","Personal",175,60,1665
1979,"Developer","Female","Bayramaly","Mary Region","Turkmenistan","2024-11-03","AWS","Personal",196,64,138
1989,"Strategist","Male","Tijucas do Sul","Paraná","Brazil","2023-12-12","GCP","Personal",32,65,1343
1989,"Strategist","Male","Tijucas do Sul","Paraná","Brazil","2024-11-17","AWS","Personal",93,19,1175
1989,"Strategist","Male","Tijucas do Sul","Paraná","Brazil","2023-12-24","AWS","Personal",116,13,795
1996,"Facilitator","Female","Järvakandi","Rapla County","Estonia","2024-02-05","GCP","Portfolio",42,17,1629
1996,"Facilitator","Female","Järvakandi","Rapla County","Estonia","2023-04-22","Azure","Personal",192,101,1454
1986,"Associate","Female","Gürsu","Bursa","Turkey","2024-05-14","Azure","Blog",52,127,1030
1986,"Associate","Female","Gürsu","Bursa","Turkey","2024-12-14","AWS","Portfolio",122,169,1005
2005,"Producer","Male","Groningen","Saramacca District","Suriname","2024-04-08","Azure","Business",153,36,1786
1995,"Liaison","Female","Arta","Arta Region","Djibouti","2024-06-13","GCP","Business",52,127,1030
1980,"Officer","Female","Üyönch","Khovd Province","Mongolia","2023-07-27","Azure","E-commerce",46,163,930
1971,"Specialist","Female","Adi Keyh","Debub Region","Eritrea","2024-11-14","AWS","Blog",70,64,1210
1971,"Specialist","Female","Adi Keyh","Debub Region","Eritrea","2024-03-04","Azure","E-commerce",18,157,663
1971,"Specialist","Female","Adi Keyh","Debub Region","Eritrea","2024-12-13","AWS","Business",139,72,1014
2004,"Technician","Male","Foumbot","West","Cameroon","2023-10-13","GCP","Portfolio",43,37,372
2004,"Technician","Male","Foumbot","West","Cameroon","2024-07-18","Azure","Personal",129,134,1208
2004,"Technician","Male","Foumbot","West","Cameroon","2023-09-05","Azure","Portfolio",120,101,1841
2004,"Technician","Male","Foumbot","West","Cameroon","2025-02-04","Azure","Personal",118,34,1327
1980,"Designer","Female","Linden","Upper Demerara-Berbice","Guyana","2024-04-26","GCP","Blog",172,139,327
1980,"Designer","Female","Linden","Upper Demerara-Berbice","Guyana","2023-08-04","GCP","Personal",146,24,1314
1980,"Designer","Female","Linden","Upper Demerara-Berbice","Guyana","2024-03-25","AWS","Blog",195,133,533
1998,"Director","Male","les Escaldes","Escaldes-Engordany","Andorra","2023-05-02","Azure","Business",180,107,311
1998,"Director","Male","les Escaldes","Escaldes-Engordany","Andorra","2023-07-02","Azure","E-commerce",46,119,629
1998,"Director","Male","les Escaldes","Escaldes-Engordany","Andorra","2023-07-09","GCP","E-commerce",64,157,568
1992,"Assistant","Female","Mahmutlar","Hatay","Turkey","2023-10-06","Azure","Blog",138,58,1912
1992,"Assistant","Female","Mahmutlar","Hatay","Turkey","2023-06-27","GCP","Blog",193,24,1025
1967,"Orchestrator","Male","Guatapanal","Valverde Province","Dominican Republic","2023-12-17","GCP","Portfolio",68,131,635
1997,"Architect","Male","Mpraeso","Eastern","Ghana","2024-05-26","GCP","Blog",127,89,1386
1997,"Architect","Male","Mpraeso","Eastern","Ghana","2025-04-06","Azure","Business",126,13,1886
1974,"Director","Male","Mulatupo","Guna Yala","Panama","2024-02-03","GCP","Personal",80,22,137
1974,"Director","Male","Mulatupo","Guna Yala","Panama","2024-08-27","AWS","Blog",40,69,1671
1976,"Planner","Female","Demydivs’kyy Rayon","Rivnenska oblast","Ukraine","2024-06-09","GCP","E-commerce",134,9,296
1994,"Liaison","Male","Massawa","Northern Red Sea Region","Eritrea","2023-09-26","AWS","Blog",145,90,1077
2002,"Planner","Female","Fort Smith","Northwest Territories","Canada","2023-08-16","GCP","E-commerce",184,137,1679
2002,"Planner","Female","Fort Smith","Northwest Territories","Canada","2025-03-03","GCP","Personal",121,80,262
2002,"Planner","Female","Fort Smith","Northwest Territories","Canada","2023-12-22","Azure","Personal",133,96,1004
2002,"Planner","Female","Fort Smith","Northwest Territories","Canada","2024-08-31","AWS","Blog",134,15,1812
1992,"Developer","Male","Acarigua","Portuguesa","Venezuela","2023-09-01","AWS","Business",34,54,1053
1962,"Manager","Female","Tuzi","Podgorica Municipality","Montenegro","2024-03-04","AWS","Personal",46,119,629
1962,"Manager","Female","Tuzi","Podgorica Municipality","Montenegro","2024-07-26","Azure","E-commerce",196,146,1702
1962,"Manager","Female","Tuzi","Podgorica Municipality","Montenegro","2024-10-26","Azure","Business",80,22,137
1962,"Architect","Female","Köneürgench","Daşoguz Region","Turkmenistan","2024-06-01","AWS","Portfolio",195,133,533
1962,"Architect","Female","Köneürgench","Daşoguz Region","Turkmenistan","2023-07-21","Azure","Personal",180,132,1452
1982,"Architect","Female","Marcavelica","Piura","Peru","2023-05-27","AWS","Blog",109,173,1530
1980,"Developer","Female","Birkirkara","Birkirkara","Malta","2024-03-28","GCP","Blog",26,19,1416
1980,"Developer","Female","Birkirkara","Birkirkara","Malta","2024-10-21","GCP","Business",101,157,1074
1962,"Director","Male","Gorbuliv","Poltavska oblast","Ukraine","2024-02-09","AWS","E-commerce",157,104,1016
1998,"Manager","Female","Tandel","Canton of Vianden","Luxembourg","2024-01-06","Azure","Business",174,86,282
1998,"Manager","Female","Tandel","Canton of Vianden","Luxembourg","2024-10-12","Azure","Portfolio",172,139,327
1998,"Manager","Female","Tandel","Canton of Vianden","Luxembourg","2023-06-12","Azure","E-commerce",167,159,980
1998,"Manager","Female","Tandel","Canton of Vianden","Luxembourg","2024-11-12","AWS","Portfolio",187,161,560
1996,"Associate","Male","Qiryat Ata","Haifa District","Israel","2024-02-25","AWS","Blog",134,9,296
1996,"Associate","Male","Qiryat Ata","Haifa District","Israel","2025-03-15","GCP","E-commerce",127,89,1386
1996,"Associate","Male","Qiryat Ata","Haifa District","Israel","2023-09-22","Azure","Portfolio",105,122,1614
1960,"Orchestrator","Female","Balzers","Balzers","Liechtenstein","2023-10-13","Azure","Business",86,179,237
1960,"Orchestrator","Female","Balzers","Balzers","Liechtenstein","2023-12-15","Azure","Business",50,46,360
1980,"Developer","Female","Beirut","Beirut Governorate","Lebanon","2024-08-03","Azure","Business",58,176,1274
2001,"Orchestrator","Male","Central Down Town","Kingston Parish","Jamaica","2023-09-21","AWS","Personal",86,179,237
2001,"Orchestrator","Male","Central Down Town","Kingston Parish","Jamaica","2023-10-15","GCP","Personal",171,160,657
2001,"Orchestrator","Male","Central Down Town","Kingston Parish","Jamaica","2023-09-25","AWS","Blog",78,66,1767
2001,"Orchestrator","Male","Central Down Town","Kingston Parish","Jamaica","2025-02-20","Azure","Business",85,10,487
1967,"Liaison","Female","Speightstown","Saint Peter","Barbados","2024-09-27","Azure","E-commerce",46,87,1664
1967,"Liaison","Female","Speightstown","Saint Peter","Barbados","2024-10-23","AWS","Blog",97,51,872
1967,"Liaison","Female","Speightstown","Saint Peter","Barbados","2025-03-14","Azure","Personal",192,101,1454
1964,"Developer","Male","São Domingos","São Domingos","Cape Verde","2023-06-13","Azure","Blog",79,156,1218
1964,"Developer","Male","São Domingos","São Domingos","Cape Verde","2023-09-16","AWS","Portfolio",36,151,1944
1964,"Developer","Male","São Domingos","São Domingos","Cape Verde","2025-01-24","AWS","Business",174,12,1910
1964,"Developer","Male","São Domingos","São Domingos","Cape Verde","2024-08-02","Azure","Blog",35,28,1833
1989,"Representative","Male","Huyện Càng Long","Trà Vinh","Vietnam","2024-02-04","GCP","Portfolio",50,46,360
1965,"Administrator","Male","Hwacheon-gun","Gangwon Province","South Korea","2023-09-30","GCP","Blog",81,44,1744
1965,"Administrator","Male","Hwacheon-gun","Gangwon Province","South Korea","2023-06-16","GCP","Personal",43,84,1431
1965,"Administrator","Male","Hwacheon-gun","Gangwon Province","South Korea","2023-08-19","GCP","Business",93,27,1199
1965,"Administrator","Male","Hwacheon-gun","Gangwon Province","South Korea","2024-03-17","AWS","Blog",175,137,271
1972,"Executive","Female","Gaoyou","Taiwan","China","2023-10-13","Azure","Portfolio",62,69,978
1972,"Executive","Female","Gaoyou","Taiwan","China","2023-05-12","AWS","Portfolio",153,157,1900
1962,"Designer","Female","Capellen","Canton of Capellen","Luxembourg","2024-12-26","GCP","E-commerce",106,151,1731
1962,"Designer","Female","Capellen","Canton of Capellen","Luxembourg","2025-02-14","Azure","Blog",35,28,1833
1998,"Associate","Male","Stykkishólmur","Western Region","Iceland","2024-04-14","AWS","Business",21,64,719
1998,"Associate","Male","Stykkishólmur","Western Region","Iceland","2024-05-23","Azure","E-commerce",62,63,675
1996,"Analyst","Female","San Antonio del Norte","La Paz Department","Honduras","2024-01-02","AWS","Business",153,157,1900
1996,"Analyst","Female","San Antonio del Norte","La Paz Department","Honduras","2024-01-18","AWS","Portfolio",172,139,327
1996,"Analyst","Female","San Antonio del Norte","La Paz Department","Honduras","2023-06-03","AWS","Blog",158,40,1031
1996,"Analyst","Female","San Antonio del Norte","La Paz Department","Honduras","2024-01-09","AWS","Personal",145,90,1077
1965,"Engineer","Male","Arijejen","Aiwo District","Nauru","2024-09-03","GCP","Business",31,37,481
1965,"Engineer","Male","Arijejen","Aiwo District","Nauru","2024-03-06","Azure","Portfolio",164,133,1589
1965,"Engineer","Male","Arijejen","Aiwo District","Nauru","2023-10-22","AWS","Blog",116,13,795
1972,"Strategist","Male","Kórnos","Larnaca District (Larnaka)","Cyprus","2023-04-28","Azure","E-commerce",146,106,1771
1972,"Strategist","Male","Kórnos","Larnaca District (Larnaka)","Cyprus","2023-11-26","GCP","Business",187,13,1572
1972,"Strategist","Male","Kórnos","Larnaca District (Larnaka)","Cyprus","2024-09-19","Azure","Personal",57,133,1073
1994,"Producer","Female","‘Ohonua","ʻEua","Tonga","2023-07-21","Azure","E-commerce",69,54,737
1994,"Producer","Female","‘Ohonua","ʻEua","Tonga","2024-01-10","GCP","E-commerce",91,105,113
1983,"Assistant","Female","Srŏk Chol Kiri","Kampong Chhnang","Cambodia","2025-01-02","AWS","Business",64,152,1579
1983,"Assistant","Female","Srŏk Chol Kiri","Kampong Chhnang","Cambodia","2023-05-29","AWS","Personal",138,100,875
1983,"Assistant","Female","Srŏk Chol Kiri","Kampong Chhnang","Cambodia","2023-06-28","AWS","Portfolio",70,22,1489
1971,"Coordinator","Male","Krasnopillya","Sumska oblast","Ukraine","2024-08-24","AWS","Business",42,87,1809
1971,"Coordinator","Male","Krasnopillya","Sumska oblast","Ukraine","2024-10-30","AWS","Personal",60,150,768
1970,"Designer","Female","Sindal","North Denmark Region","Denmark","2023-11-16","GCP","Blog",90,99,1492
1970,"Designer","Female","Sindal","North Denmark Region","Denmark","2023-12-06","AWS","Personal",92,138,1205
1962,"Supervisor","Male","Al Jahrā’","Al Jahra Governorate","Kuwait","2024-12-17","Azure","E-commerce",32,65,1343
1962,"Supervisor","Male","Al Jahrā’","Al Jahra Governorate","Kuwait","2024-10-05","AWS","E-commerce",138,113,500
1962,"Supervisor","Male","Al Jahrā’","Al Jahra Governorate","Kuwait","2024-04-26","GCP","Portfolio",46,87,1664
1986,"Producer","Male","Ulug‘nor Tumani","Andijan Region","Uzbekistan","2024-09-21","GCP","Business",170,167,409
1986,"Producer","Male","Ulug‘nor Tumani","Andijan Region","Uzbekistan","2024-11-06","GCP","Business",83,87,402
1980,"Analyst","Male","Caraguatay","Cordillera Department","Paraguay","2024-12-25","GCP","Portfolio",69,152,1756
1980,"Analyst","Male","Caraguatay","Cordillera Department","Paraguay","2024-02-18","AWS","Blog",192,140,1119
1980,"Analyst","Male","Caraguatay","Cordillera Department","Paraguay","2024-01-31","Azure","E-commerce",163,163,140
1990,"Officer","Male","Nærbø","Rogaland","Norway","2024-01-11","GCP","Portfolio",64,152,1579
1990,"Officer","Male","Nærbø","Rogaland","Norway","2024-10-22","Azure","Blog",62,63,675
1990,"Officer","Male","Nærbø","Rogaland","Norway","2023-09-17","Azure","E-commerce",89,69,195
1972,"Planner","Male","Teays Valley","West Virginia","United States","2024-08-07","GCP","Business",120,117,261
1972,"Planner","Male","Teays Valley","West Virginia","United States","2024-12-30","AWS","Blog",148,10,899
1972,"Planner","Male","Teays Valley","West Virginia","United States","2024-12-08","AWS","Portfolio",196,29,1501
1972,"Planner","Male","Teays Valley","West Virginia","United States","2024-09-19","GCP","Business",172,139,327
1980,"Administrator","Male","Comuna Tarcea","Bihor County","Romania","2023-12-30","Azure","Business",122,169,1005
1990,"Consultant","Female","Eschen","Eschen","Liechtenstein","2023-09-14","AWS","Business",193,148,675
1963,"Manager","Male","Souran","Hama Governorate","Syria","2023-06-27","AWS","E-commerce",46,119,629
2003,"Associate","Male","Landquart","Graubünden","Switzerland","2024-11-26","AWS","Business",50,42,978
1991,"Consultant","Male","Laela","Rukwa","Tanzania","2024-01-22","Azure","Portfolio",192,101,1454
2004,"Architect","Female","Tervel","Dobrich Province","Bulgaria","2024-04-25","Azure","Personal",62,120,476
2004,"Architect","Female","Tervel","Dobrich Province","Bulgaria","2023-09-11","GCP","E-commerce",167,159,980
2004,"Architect","Female","Tervel","Dobrich Province","Bulgaria","2025-03-26","Azure","Business",178,155,188
1963,"Facilitator","Female","Nättraby","Blekinge","Sweden","2023-10-23","Azure","E-commerce",59,150,1699
1963,"Facilitator","Female","Nättraby","Blekinge","Sweden","2023-11-26","Azure","E-commerce",133,124,1786
1963,"Facilitator","Female","Nättraby","Blekinge","Sweden","2024-07-17","GCP","E-commerce",62,25,399
1970,"Consultant","Female","Farah","Farah","Afghanistan","2025-02-02","GCP","E-commerce",90,99,1492
1970,"Consultant","Female","Farah","Farah","Afghanistan","2023-12-26","Azure","Portfolio",28,124,982
1970,"Consultant","Female","Farah","Farah","Afghanistan","2023-07-04","GCP","Blog",187,79,912
1988,"Assistant","Female","Corozal","Corozal District","Belize","2025-04-09","GCP","E-commerce",117,15,1368
1988,"Assistant","Female","Corozal","Corozal District","Belize","2023-05-30","Azure","E-commerce",75,67,485
